MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
230600,,"Red Lion",,,,,53.19321,-2.89308,"59 Northgate Street","Chester",,"Cheshire West and Chester","England","It is on Northgate Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=230600,8/29/2023,8/29/2023
230601,,"The Hawker Hurricane",,,,"Royal Borough of Windsor and Maidenhead",51.48537,-0.61703,,"Windsor",,"Berkshire","England","It is on Barry Avenue. ",,https://www.hmdb.org/m.asp?m=230601,8/13/2023,8/13/2023
230608,,"2015 - Magna Carta 800th Anniversary",,,2015,"Royal Borough of Windsor and Maidenhead",51.48541,-0.61534,"Baths Island, off Stovell Road","Windsor",,"Berkshire","England","It can be reached from Stovell Road. ",,https://www.hmdb.org/m.asp?m=230608,8/13/2023,8/13/2023
230612,,"Jubilee Cross",,,1897,,51.48396,-0.57981,"The Green","Datchet",,"Berkshire","England","It is on The Green. ",,https://www.hmdb.org/m.asp?m=230612,8/20/2023,8/20/2023
230614,,"Baths Island and Pleasure Grounds",,,,"Royal Borough of Windsor and Maidenhead",51.48601,-0.61936,"Baths Island, off Stovell Road","Windsor",,"Berkshire","England","It can be reached from Stovell Road. ",,https://www.hmdb.org/m.asp?m=230614,8/13/2023,8/13/2023
230622,,"Datchet War Memorial",,,1920,,51.48387,-0.57873,"Junction of B376 and B470","Datchet",,"Berkshire","England","It is on Horton Road. ",,https://www.hmdb.org/m.asp?m=230622,8/14/2023,8/20/2023
231042,,"Lt. Comm. Harold Newgass, GC, RNVR","In Proud Memory of WW2 Jewish Naval Officer",,,"Jewish American Society for Historic Preservation, U.K. Branch, AJEX",51.62936,-0.16705,"120 Oakleigh Road North","Barnet","Whetstone","Greater London","England","It is on Oakleigh Road North, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=231042,8/19/2023,8/26/2023
231088,,"The Hythe","Huthe","'Landing Place on a river, inland port'",,"Runnymede Borough Council",51.43250,-0.51690,"3 The Hythe","Staines-upon-Thames",,"Surrey","England","It is on The Hythe. ",,https://www.hmdb.org/m.asp?m=231088,8/19/2023,8/19/2023
231089,,"The Trafalgar Way","Staines - 20th Post-Horse Change",,2005,"Spelthorne Borough Council",51.43294,-0.51374,"1-3 Market Square","Staines-upon-Thames",,"Surrey","England","It can be reached from Market Square. ",,https://www.hmdb.org/m.asp?m=231089,8/19/2023,8/19/2023
231090,,"Roll Out The Lino","By David Annand",,2004,"Spelthorne Borough Council",51.43380,-0.51195,"57 High Street","Staines-upon-Thames",,"Surrey","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=231090,8/19/2023,8/19/2023
231151,,"Staines War Memorial",,,1920,,51.43332,-0.51411,"2 Market Square","Staines-upon-Thames",,"Surrey","England","It can be reached from Market Square. ",,https://www.hmdb.org/m.asp?m=231151,8/20/2023,8/31/2023
231156,,"Judge Sir William Blackstone","1723 - 1780",,2009,"Oxfordshire Blue Plaques Board & Wallingford Town Council",51.59981,-1.12482,"12 Market Place","Wallingford",,"Oxfordshire","England","It is on Market Place. ",,https://www.hmdb.org/m.asp?m=231156,8/20/2023,8/20/2023
231158,,"St Mary-le-More Church",,,,"South Oxfordshire District Council",51.59963,-1.12480,"9a St Mary's St","Wallingford",,"Oxfordshire","England","It can be reached from Saint Mary's Street. ",,https://www.hmdb.org/m.asp?m=231158,8/20/2023,8/20/2023
231160,,"Thomas Bennett","Esquire of Clapcote",,,,51.60194,-1.12416,"1 Bear Ln","Wallingford",,"Oxfordshire","England","It can be reached from Bear Lane. ",,https://www.hmdb.org/m.asp?m=231160,8/20/2023,8/29/2023
231213,,"Lieutenant Alfred John Lester",,,,,51.60027,-1.11795,"The St","Crowmarsh Gifford",,"Oxfordshire","England","It can be reached from The Street. ",,https://www.hmdb.org/m.asp?m=231213,8/22/2023,8/22/2023
231216,,"All Hallows Graveyard",,,,"South Oxfordshire District Council",51.60187,-1.12385,"1 Bear Ln","Wallingford",,"Oxfordshire","England","It can be reached from Bear Lane. ",,https://www.hmdb.org/m.asp?m=231216,8/22/2023,8/22/2023
231217,,"Captain Lionel Lee, MC, Cr. de Guerre","In Memory of WW2 Jewish War Hero",,2023,"Jewish American Society for Historic Preservation, U.K. Branch, AJEX UK; The United Synagogue",51.53712,-0.04420,"4 Ruthven St","Hackney",,"Greater London","England","It is on Lauriston Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=231217,8/23/2023,8/3/2024
231275,,"Kinecroft",,,,"South Oxfordshire District Council",51.59983,-1.12782,"9 Kinecroft","Wallingford",,"Oxfordshire","England","It can be reached from Kinecroft. ",,https://www.hmdb.org/m.asp?m=231275,8/22/2023,8/22/2023
231484,,"St. Mary Magdalene, Boveney",,,,"Friends of Friendless Churches",51.49033,-0.64763,"Lock Path","Eton Wick",,"Buckinghamshire","England","It can be reached from Lock Path. ",,https://www.hmdb.org/m.asp?m=231484,8/27/2023,8/27/2023
231485,,"Bathing Place of Athens",,,,,51.49175,-0.62797,,"Windsor and Maidenhead",,"Berkshire","England","It can be reached from Thames Path. ",,https://www.hmdb.org/m.asp?m=231485,8/27/2023,8/27/2023
231488,,"The Sounding Arch (1838)",,,1975,"Maidenhead & District Civic Society",51.52108,-0.70107,"River Road","Taplow",,"Buckinghamshire","England","It is on River Road. ",,https://www.hmdb.org/m.asp?m=231488,8/27/2023,8/27/2023
231494,,"Welcome to Bridge Gardens",,,,"Royal Borough of Windsor and Maidenhead",51.52418,-0.70285,"Bath Road","Maidenhead",,"Berkshire","England","It can be reached from Bath Road. ",,https://www.hmdb.org/m.asp?m=231494,8/27/2023,8/27/2023
231662,,"Winkfield War Memorial",,,,,51.44345,-0.70035,"A330","Winkfield",,"Berkshire","England","It is on Church Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=231662,8/28/2023,8/28/2023
231666,,"Maidenhead Floods 1947",,,,"Borough of Maidenhead",51.52382,-0.70285,"A4","Maidenhead",,"Berkshire","England","It is on Bath Road. ",,https://www.hmdb.org/m.asp?m=231666,9/7/2023,9/7/2023
231922,,"Boulter's Weir",,,,"Royal Borough of Windsor and Maidenhead, Environment Agency",51.53578,-0.69859,"Ray Mill Island","Maidenhead",,"Berkshire","England","It can be reached from Ray Mill Island. ",,https://www.hmdb.org/m.asp?m=231922,9/3/2023,9/3/2023
231923,,"Maidenhead Boundary Walk","Beating The Bounds",,,"Rotary Club of Maidenhead Bridge",51.53338,-0.69986,"14 Lower Cookham Rd","Maidenhead",,"Berkshire","England","It is on Lower Cookham Road. ",,https://www.hmdb.org/m.asp?m=231923,9/3/2023,9/3/2023
231969,,"Welcome to Bell Rope Meadow",,,,"Royal Borough of Windsor and Maidenhead",51.56322,-0.71037,"Berries Road","Cookham",,"Berkshire","England","It can be reached from Berries Road. ",,https://www.hmdb.org/m.asp?m=231969,9/4/2023,9/4/2023
231970,,"Royal Stag",,,2022,"Shanly Homes",51.52314,-0.71679,"2 High Street","Maidenhead",,"Berkshire","England","It is on High Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=231970,9/4/2023,9/4/2023
231971,,"Maidenhead Town Centre",,,,,51.52246,-0.71804,"St Ives Road","Maidenhead",,"Berkshire","England","It is on St Ives Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=231971,9/4/2023,9/4/2023
231972,,"The Tarry Stone",,,,,51.56031,-0.70671,"Sutton Road","Cookham",,"Berkshire","England","It is on Sutton Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=231972,9/4/2023,9/4/2023
231976,,"Cookham War Memorial",,,1919,,51.55977,-0.71069,"2 School Lane","Cookham",,"Berkshire","England","It is on School Lane, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=231976,9/4/2023,9/4/2023
232370,,"The Reverend William Addison VC (1883-1962)","Addison Gardens",,,"Hart District Council",51.25627,-0.93427,"2 Addison Gardens","Odiham",,"Hampshire","England","It is on Addison Gardens. ",,https://www.hmdb.org/m.asp?m=232370,9/8/2023,9/8/2023
232373,,"The Old Court","Listed Grade II*","Almshouses",2017,"The Odiham Society / Odiham Consolidated Charities",51.25223,-0.94024,"Buryfields","Odiham",,"Hampshire","England","It can be reached from Buryfields. ",,https://www.hmdb.org/m.asp?m=232373,9/8/2023,9/8/2023
232436,,"Captain E.K. Perkins",,,,,51.48519,-0.62453,"St Andrew the Apostles Church","Windsor",,"Berkshire","England","It can be reached from Clewer Court Road. ",,https://www.hmdb.org/m.asp?m=232436,9/11/2023,9/11/2023
232437,,"Monk's Cottage","Grade II dated 1300",,2012,"The Odiham Society",51.25388,-0.94073,"109 High Street","Odiham",,"Hampshire","England","It is on High Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=232437,9/10/2023,9/10/2023
232461,,"WWI Calvary",,,1918,,51.48271,-0.61956,"St Stephen & St Agnes Church","Windsor",,"Berkshire","England","It is on Vansittart Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=232461,9/10/2023,9/10/2023
232465,,"Lammas Recreational Park",,,,,51.43580,-0.52185,"Lammas Recreational Park","Staines-upon-Thames",,"Surrey","England","It can be reached from Wraysbury Road. ",,https://www.hmdb.org/m.asp?m=232465,10/1/2023,10/3/2023
232524,,"Wesley House",,,,,51.29661,-0.33111,"Bull Hill","Leatherhead",,"Surrey","England","It is on Bull Hill. ",,https://www.hmdb.org/m.asp?m=232524,9/11/2023,9/11/2023
232525,,"John Wesley",,,1935,"International Methodist Historical Union",51.29657,-0.33093,"Bull Hill","Leatherhead",,"Surrey","England","It can be reached from Bull Hill. ",,https://www.hmdb.org/m.asp?m=232525,9/11/2023,9/11/2023
232531,,"Brigadier Manley James VC,DSO,MBE,MC (1896-1975)","Manley James Close",,,"Hart District Council",51.25548,-0.93543,"Manley James Close","Odiham",,"Hampshire","England","It is on Manley James Close, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=232531,9/11/2023,9/11/2023
232550,,"Brigadier Manley Angell James VC DSO MBE MC","1896-1975",,2012,"The Odiham Society",51.25391,-0.94130,"121 High St","Odiham",,"Hampshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=232550,9/14/2023,9/14/2023
232552,,"Former Post Office",,,,,51.29557,-0.33010,"5 North Street","Leatherhead",,"Surrey","England","It is on North Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=232552,9/12/2023,9/12/2023
232555,,"Coal Duty Post",,,1979,"Meadhurst Club and Wraybury History Group",51.43797,-0.52504,"115 Wraysbury Road","Staines-upon-Thames",,"Berkshire","England","It is on Wraysbury Road, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=232555,9/12/2023,10/6/2023
232664,,"Dr. Kurt Erich Glauber","(1902-1945)","In Memoriam",2023,"Jewish American Society for Historic Preservation, AJEX",52.06701,1.16946,"7 Belvedere Rd","Ipswich",,"Suffolk","England","It can be reached from Belvedere Road. ",,https://www.hmdb.org/m.asp?m=232664,9/14/2023,12/21/2023
232717,,"Sweech House",,,,,51.29591,-0.33008,"2-6 Gravel Hill","Leatherhead",,"Surrey","England","It is on Gravel Hill, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=232717,9/16/2023,9/16/2023
232719,,"The Mansion",,,,,51.29369,-0.32854,"70 Church Street","Leatherhead",,"Surrey","England","It is on Church Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=232719,9/17/2023,9/17/2023
232795,,"2 Dinham",,,,"Ludlow Civic Society",52.36687,-2.72158,"2 Dinham","Ludlow",,"Shropshire","England","It is on Dinham, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=232795,9/16/2023,9/16/2023
232796,,"7 Dinham",,,,"Ludlow Civic Society",52.36679,-2.72158,"7 Dinham","Ludlow",,"Shropshire","England","It is on Dinham, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=232796,9/16/2023,9/16/2023
232799,,"The Bull Hotel",,,,,52.36866,-2.71777,"14 Bull Ring","Ludlow",,"Shropshire","England","It is on Bull Ring, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=232799,9/16/2023,11/2/2023
232801,,"8 High Street",,,,"Ludlow Civic Society",52.36741,-2.71992,"8 High Street","Ludlow",,"Shropshire","England","It is on High Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=232801,9/17/2023,9/17/2023
232803,,"No 13 Broad Street",,,,"Ludlow Civic Society",52.36712,-2.71863,"13 Broad Street","Ludlow",,"Shropshire","England","It is on Broad Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=232803,9/17/2023,9/17/2023
232804,,"The Angel",,,,"Ludlow Civic Society",52.36736,-2.71874,"Broad Street","Ludlow",,"Shropshire","England","It is on Broad Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=232804,9/17/2023,9/17/2023
232806,,"Feathers Hotel",,,,"Ludlow Civic Society",52.36868,-2.71774,"25 Bull Ring","Ludlow",,"Shropshire","England","It is on Bull Ring. ",,https://www.hmdb.org/m.asp?m=232806,9/17/2023,9/17/2023
232807,,"Sir Caesar Hawkins","1711 - 1786",,,"Ludlow Civic Society",52.36618,-2.72045,"9 Mill Street","Ludlow",,"Shropshire","England","It is on Mill Street. ",,https://www.hmdb.org/m.asp?m=232807,9/17/2023,9/17/2023
232855,,"The Conduit",,,,"Ludlow Civic Society",52.36775,-2.71956,"10 Church Street","Ludlow",,"Shropshire","England","It can be reached from Church Street. ",,https://www.hmdb.org/m.asp?m=232855,9/17/2023,9/17/2023
232899,,"In Memory Of Alfred Edward Housman","M.A.Oxon.",,,,52.36831,-2.71907,"2 College Street","Ludlow",,"Shropshire","England","It can be reached from College Street. ",,https://www.hmdb.org/m.asp?m=232899,9/19/2023,9/19/2023
232905,,"The Broad Gate",,,,"Ludlow Civic Society",52.36537,-2.71807,"33A Broad Street","Ludlow",,"Shropshire","England","It is on Broad Street. ",,https://www.hmdb.org/m.asp?m=232905,9/19/2023,9/19/2023
232907,,"Dinham House",,,,,52.36638,-2.72251,"Dinham House","Ludlow",,"Shropshire","England","It is on Dinham. ",,https://www.hmdb.org/m.asp?m=232907,10/6/2023,10/6/2023
232953,,"17 The Bull Ring",,,,"Ludlow Civic Society",52.36883,-2.71781,"17 Bull Ring","Ludlow",,"Shropshire","England","It is on Bull Ring. ",,https://www.hmdb.org/m.asp?m=232953,9/19/2023,9/19/2023
232954,,"No 49 Broad Street",,,,"Ludlow Civic Society",52.36647,-2.71864,"49 Broad St","Ludlow",,"Shropshire","England","It is on Broad Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=232954,9/19/2023,9/19/2023
232984,,"The Tolsey",,,,"Ludlow Civic Society",52.36806,-2.71742,"50 Bull Ring","Ludlow",,"Shropshire","England","It is on Bull Ring, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=232984,9/19/2023,9/19/2023
232985,,"Red Crosse Bridge",,,,,52.22921,-2.73937,"44 Broad Street","Leominster",,"Herefordshire","England","It is on Broad Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=232985,9/19/2023,9/19/2023
233022,,"Mary Edwards","1750 - 1815",,,"Ludlow Civic Society",52.36645,-2.71723,"4 Brand Lane","Ludlow",,"Shropshire","England","It is on Brand Lane, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=233022,9/19/2023,9/19/2023
233024,,"Dinham Hall",,,,"Ludlow Civic Society",52.36646,-2.72169,"Dinham Hall","Ludlow",,"Shropshire","England","It is on Dinham, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=233024,9/22/2023,9/22/2023
233025,,"4-5 King Street",,,,"Ludlow Civic Society",52.36789,-2.71859,"4-5 King Street","Ludlow",,"Shropshire","England","It is on King Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=233025,9/22/2023,9/22/2023
233038,,"20 King Street / 1 Broad Street",,,,"Ludlow Civic Society",52.36774,-2.71880,"1 Broad Street","Ludlow",,"Shropshire","England","It is on Broad Street, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=233038,9/22/2023,9/22/2023
233039,,"7-10 King Street",,,,"Ludlow Civic Society",52.36792,-2.71819,"8 King Street","Ludlow",,"Shropshire","England","It is on King Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=233039,9/22/2023,9/22/2023
233040,,"The Butter Cross",,,,"Ludlow Civic Society",52.36775,-2.71915,"Butter Cross","Ludlow",,"Shropshire","England","It is on High Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=233040,9/22/2023,9/22/2023
233041,,"Tamberlaine House",,,,"Ludlow Civic Society",52.36769,-2.71927,"Tamberlaine House","Ludlow",,"Shropshire","England","It is on High Street. ",,https://www.hmdb.org/m.asp?m=233041,9/22/2023,9/22/2023
233042,,"Edward V",,,,"Ludlow Civic Society",52.36730,-2.72157,"Castle Square","Ludlow",,"Shropshire","England","It is on Castle Square, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=233042,9/19/2023,9/19/2023
233043,,"Castle Square",,,,"Ludlow Civic Society",52.36730,-2.72157,"Castle Square","Ludlow",,"Shropshire","England","It is on Castle Street. ",,https://www.hmdb.org/m.asp?m=233043,9/22/2023,9/22/2023
233058,,"Carmelite Friary",,,,"Ludlow Civic Society",52.37144,-2.71936,"32 Corve Street","Ludlow",,"Shropshire","England","It is on Corve Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=233058,9/21/2023,9/21/2023
233063,,"Ludlow Old Cemetery",,,1824,,52.37145,-2.71926,"32 Corve Street","Ludlow",,"Shropshire","England","It is on Corve Street. ",,https://www.hmdb.org/m.asp?m=233063,10/4/2023,10/4/2023
233120,,"Mill Street",,,,"Ludlow Civic Society",52.36707,-2.72090,"1 Mill Street","Ludlow",,"Shropshire","England","It is on Mill Street. ",,https://www.hmdb.org/m.asp?m=233120,9/21/2023,9/21/2023
233121,,"Sir Stanley Spencer","CBE RA",,,,51.55976,-0.70864,"Fernlea House, High Street","Cookham",,"Berkshire","England","It is on High Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=233121,9/21/2023,9/21/2023
233145,,"11-13 Castle Street",,,,"Ludlow Civic Society",52.36715,-2.72077,"Assembly Rooms","Ludlow",,"Shropshire","England","It is on Castle Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=233145,9/21/2023,9/21/2023
233148,,"22 and 23 The Bull Ring",,,,"Ludlow Civic Society",52.36872,-2.71757,"25 Bull Ring","Ludlow",,"Shropshire","England","It is on Bull Ring, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=233148,9/21/2023,9/21/2023
